step,parameter_comb,strategy,prop_runs_prevA_above
1000,530,sequential,0
1825,530,sequential,0
3650,530,sequential,0
5000,530,sequential,0
7300,530,sequential,0
10000,530,sequential,0
730,531,sequential,0
1000,531,sequential,0
1825,531,sequential,0
3650,531,sequential,0
5000,531,sequential,0
7300,531,sequential,0
10000,531,sequential,0
730,532,sequential,0
1000,532,sequential,0
1825,532,sequential,0.06
3650,532,sequential,0.72
5000,532,sequential,0.86
7300,532,sequential,0.95
10000,532,sequential,0.98
730,533,sequential,0
1000,533,sequential,0
1825,533,sequential,0.16
3650,533,sequential,0.71
5000,533,sequential,0.77
7300,533,sequential,0.81
10000,533,sequential,0.88
730,534,sequential,0
1000,534,sequential,0
1825,534,sequential,0
3650,534,sequential,0
5000,534,sequential,0
7300,534,sequential,0
10000,534,sequential,0
730,535,sequential,0
1000,535,sequential,0
1825,535,sequential,0
3650,535,sequential,0
5000,535,sequential,0
7300,535,sequential,0
10000,535,sequential,0
730,536,sequential,0
1000,536,sequential,0
1825,536,sequential,0
3650,536,sequential,0
5000,536,sequential,0
7300,536,sequential,0
10000,536,sequential,0
730,537,sequential,0
1000,537,sequential,0
1825,537,sequential,0
3650,537,sequential,0
5000,537,sequential,0
7300,537,sequential,0
10000,537,sequential,0
730,538,sequential,0
1000,538,sequential,0
1825,538,sequential,0
3650,538,sequential,0
5000,538,sequential,0
7300,538,sequential,0
10000,538,sequential,0
730,539,sequential,0
1000,539,sequential,0
1825,539,sequential,0
3650,539,sequential,0.13
5000,539,sequential,0.36
7300,539,sequential,0.69
10000,539,sequential,0.88
730,540,sequential,0
1000,540,sequential,0
1825,540,sequential,0
3650,540,sequential,0
5000,540,sequential,0
7300,540,sequential,0
10000,540,sequential,0
730,541,sequential,0
1000,541,sequential,0
1825,541,sequential,0
3650,541,sequential,0
5000,541,sequential,0
7300,541,sequential,0
10000,541,sequential,0
730,542,sequential,0
1000,542,sequential,0
1825,542,sequential,0.1
3650,542,sequential,0.8
5000,542,sequential,0.98
7300,542,sequential,1
10000,542,sequential,1
730,543,sequential,0
1000,543,sequential,0
1825,543,sequential,0.73
3650,543,sequential,0.98
5000,543,sequential,1
7300,543,sequential,1
10000,543,sequential,1
730,544,sequential,0
1000,544,sequential,0
1825,544,sequential,0
3650,544,sequential,0
5000,544,sequential,0
7300,544,sequential,0
10000,544,sequential,0
730,545,sequential,0
1000,545,sequential,0
1825,545,sequential,0
3650,545,sequential,0
5000,545,sequential,0
7300,545,sequential,0
10000,545,sequential,0
730,546,sequential,0
1000,546,sequential,0
1825,546,sequential,0.75
3650,546,sequential,1
5000,546,sequential,1
7300,546,sequential,1
10000,546,sequential,1
730,547,sequential,0
1000,547,sequential,0
1825,547,sequential,0
3650,547,sequential,0
5000,547,sequential,0
7300,547,sequential,0
10000,547,sequential,0
730,548,sequential,0
1000,548,sequential,0
1825,548,sequential,0
3650,548,sequential,0
5000,548,sequential,0
7300,548,sequential,0
10000,548,sequential,0
730,549,sequential,0
1000,549,sequential,0
1825,549,sequential,0
3650,549,sequential,0
5000,549,sequential,0
7300,549,sequential,0
10000,549,sequential,0
730,550,sequential,0
1000,550,sequential,0
1825,550,sequential,0.01
3650,550,sequential,0.61
5000,550,sequential,0.81
7300,550,sequential,0.95
10000,550,sequential,0.97
730,551,sequential,0
1000,551,sequential,0
1825,551,sequential,0
3650,551,sequential,0
5000,551,sequential,0
7300,551,sequential,0
10000,551,sequential,0
730,552,sequential,0
1000,552,sequential,0
1825,552,sequential,0
3650,552,sequential,0
5000,552,sequential,0
7300,552,sequential,0
10000,552,sequential,0
730,553,sequential,0
1000,553,sequential,0
1825,553,sequential,0
3650,553,sequential,0
5000,553,sequential,0
7300,553,sequential,0
10000,553,sequential,0
730,554,sequential,0
1000,554,sequential,0
1825,554,sequential,0
3650,554,sequential,0
5000,554,sequential,0
7300,554,sequential,0
10000,554,sequential,0
730,555,sequential,0
1000,555,sequential,0
1825,555,sequential,0
3650,555,sequential,0
5000,555,sequential,0
7300,555,sequential,0
10000,555,sequential,0
730,556,sequential,0
1000,556,sequential,0
1825,556,sequential,0
3650,556,sequential,0
5000,556,sequential,0
7300,556,sequential,0
10000,556,sequential,0
730,557,sequential,0
1000,557,sequential,0
1825,557,sequential,0
3650,557,sequential,0
5000,557,sequential,0
7300,557,sequential,0
10000,557,sequential,0
730,558,sequential,0
1000,558,sequential,0
1825,558,sequential,0
3650,558,sequential,0
5000,558,sequential,0
7300,558,sequential,0
10000,558,sequential,0
730,559,sequential,0
1000,559,sequential,0
1825,559,sequential,0
3650,559,sequential,0.06
5000,559,sequential,0.38
7300,559,sequential,0.7
10000,559,sequential,0.85
730,560,sequential,0
1000,560,sequential,0
1825,560,sequential,0.24
3650,560,sequential,1
5000,560,sequential,1
7300,560,sequential,1
10000,560,sequential,1
730,561,sequential,0
1000,561,sequential,0
1825,561,sequential,0
3650,561,sequential,0
5000,561,sequential,0.05
7300,561,sequential,0.21
10000,561,sequential,0.27
730,562,sequential,0
1000,562,sequential,0
1825,562,sequential,0.76
3650,562,sequential,1
5000,562,sequential,1
7300,562,sequential,1
10000,562,sequential,1
730,563,sequential,0
1000,563,sequential,0.04
1825,563,sequential,1
3650,563,sequential,1
5000,563,sequential,1
7300,563,sequential,1
10000,563,sequential,1
730,564,sequential,0
1000,564,sequential,0
1825,564,sequential,0.51
3650,564,sequential,0.94
5000,564,sequential,0.95
7300,564,sequential,0.97
10000,564,sequential,1
730,565,sequential,0
1000,565,sequential,0
1825,565,sequential,0.08
3650,565,sequential,0.85
5000,565,sequential,0.98
7300,565,sequential,0.99
10000,565,sequential,1
730,566,sequential,0
1000,566,sequential,0
1825,566,sequential,0
3650,566,sequential,0
5000,566,sequential,0
7300,566,sequential,0
10000,566,sequential,0
730,567,sequential,0
1000,567,sequential,0
1825,567,sequential,0
3650,567,sequential,0
5000,567,sequential,0
7300,567,sequential,0
10000,567,sequential,0
730,568,sequential,0
1000,568,sequential,0
1825,568,sequential,0
3650,568,sequential,0.9
5000,568,sequential,1
7300,568,sequential,1
10000,568,sequential,1
730,569,sequential,0
1000,569,sequential,0
1825,569,sequential,0.02
3650,569,sequential,0.24
5000,569,sequential,0.31
7300,569,sequential,0.38
10000,569,sequential,0.46
730,570,sequential,0
1000,570,sequential,0
1825,570,sequential,0
3650,570,sequential,0
5000,570,sequential,0
7300,570,sequential,0
10000,570,sequential,0
730,571,sequential,0
1000,571,sequential,0
1825,571,sequential,0
3650,571,sequential,0
5000,571,sequential,0
7300,571,sequential,0
10000,571,sequential,0
730,572,sequential,0
1000,572,sequential,0
1825,572,sequential,0.08
3650,572,sequential,0.55
5000,572,sequential,0.7
7300,572,sequential,0.85
10000,572,sequential,0.94
730,573,sequential,0
1000,573,sequential,0
1825,573,sequential,0.02
3650,573,sequential,0.58
5000,573,sequential,0.77
7300,573,sequential,0.79
10000,573,sequential,0.79
730,574,sequential,0
1000,574,sequential,0
1825,574,sequential,0.04
3650,574,sequential,0.77
5000,574,sequential,0.81
7300,574,sequential,0.81
10000,574,sequential,0.81
730,575,sequential,0
1000,575,sequential,0
1825,575,sequential,0.72
3650,575,sequential,0.87
5000,575,sequential,0.87
7300,575,sequential,0.87
10000,575,sequential,0.87
730,576,sequential,0
1000,576,sequential,0
1825,576,sequential,0
3650,576,sequential,0.04
5000,576,sequential,0.15
7300,576,sequential,0.23
10000,576,sequential,0.26
730,577,sequential,0
1000,577,sequential,0
1825,577,sequential,0
3650,577,sequential,0
5000,577,sequential,0.01
7300,577,sequential,0.17
10000,577,sequential,0.55
730,578,sequential,0
1000,578,sequential,0
1825,578,sequential,0
3650,578,sequential,0
5000,578,sequential,0.02
7300,578,sequential,0.11
10000,578,sequential,0.24
730,579,sequential,0
1000,579,sequential,0
1825,579,sequential,0
3650,579,sequential,0
5000,579,sequential,0
7300,579,sequential,0
10000,579,sequential,0
730,580,sequential,0
1000,580,sequential,0
1825,580,sequential,0
3650,580,sequential,0
5000,580,sequential,0
7300,580,sequential,0.05
10000,580,sequential,0.19
730,581,sequential,0
1000,581,sequential,0
1825,581,sequential,0
3650,581,sequential,0
5000,581,sequential,0
7300,581,sequential,0
10000,581,sequential,0
730,582,sequential,0
1000,582,sequential,0
1825,582,sequential,0.04
3650,582,sequential,0.72
5000,582,sequential,0.81
7300,582,sequential,0.84
10000,582,sequential,0.85
730,583,sequential,0
1000,583,sequential,0
1825,583,sequential,0
3650,583,sequential,0
5000,583,sequential,0
7300,583,sequential,0
10000,583,sequential,0
730,584,sequential,0
1000,584,sequential,0
1825,584,sequential,0.4
3650,584,sequential,0.8
5000,584,sequential,0.81
7300,584,sequential,0.81
10000,584,sequential,0.81
730,585,sequential,0
1000,585,sequential,0
1825,585,sequential,0.9
3650,585,sequential,1
5000,585,sequential,1
7300,585,sequential,1
10000,585,sequential,1
730,586,sequential,0
1000,586,sequential,0
1825,586,sequential,0
3650,586,sequential,0
5000,586,sequential,0
7300,586,sequential,0
10000,586,sequential,0
730,587,sequential,0
1000,587,sequential,0
1825,587,sequential,0
3650,587,sequential,0.02
5000,587,sequential,0.1
7300,587,sequential,0.59
10000,587,sequential,0.9
730,588,sequential,0
1000,588,sequential,0
1825,588,sequential,0
3650,588,sequential,0
5000,588,sequential,0
7300,588,sequential,0
10000,588,sequential,0
730,589,sequential,0
1000,589,sequential,0
1825,589,sequential,0
3650,589,sequential,0.29
5000,589,sequential,0.45
7300,589,sequential,0.57
10000,589,sequential,0.67
730,590,sequential,0
1000,590,sequential,0
1825,590,sequential,0
3650,590,sequential,0
5000,590,sequential,0
7300,590,sequential,0
10000,590,sequential,0
730,591,sequential,0
1000,591,sequential,0
1825,591,sequential,0
3650,591,sequential,0
5000,591,sequential,0
7300,591,sequential,0
10000,591,sequential,0
730,592,sequential,0
1000,592,sequential,0
1825,592,sequential,0
3650,592,sequential,0
5000,592,sequential,0
7300,592,sequential,0
10000,592,sequential,0
730,593,sequential,0
1000,593,sequential,0
1825,593,sequential,0
3650,593,sequential,0
5000,593,sequential,0
7300,593,sequential,0
10000,593,sequential,0
730,594,sequential,0
1000,594,sequential,0
1825,594,sequential,0.78
3650,594,sequential,1
5000,594,sequential,1
7300,594,sequential,1
10000,594,sequential,1
730,595,sequential,0
1000,595,sequential,0
1825,595,sequential,0.01
3650,595,sequential,0.4
5000,595,sequential,0.57
7300,595,sequential,0.61
10000,595,sequential,0.64
730,596,sequential,0
1000,596,sequential,0
1825,596,sequential,0
3650,596,sequential,0
5000,596,sequential,0
7300,596,sequential,0
10000,596,sequential,0
730,597,sequential,0
1000,597,sequential,0
1825,597,sequential,0
3650,597,sequential,0
5000,597,sequential,0
7300,597,sequential,0
10000,597,sequential,0
730,598,sequential,0
1000,598,sequential,0
1825,598,sequential,0
3650,598,sequential,0
5000,598,sequential,0
7300,598,sequential,0
10000,598,sequential,0
730,599,sequential,0
1000,599,sequential,0
1825,599,sequential,0
3650,599,sequential,0
5000,599,sequential,0
7300,599,sequential,0
10000,599,sequential,0
730,600,sequential,0
1000,600,sequential,0
1825,600,sequential,0
3650,600,sequential,0
5000,600,sequential,0
7300,600,sequential,0
10000,600,sequential,0
730,601,sequential,0
1000,601,sequential,0
1825,601,sequential,0
3650,601,sequential,0
5000,601,sequential,0
7300,601,sequential,0
10000,601,sequential,0
730,602,sequential,0
1000,602,sequential,0
1825,602,sequential,0
3650,602,sequential,0
5000,602,sequential,0
7300,602,sequential,0
10000,602,sequential,0
730,603,sequential,0
1000,603,sequential,0
1825,603,sequential,0.38
3650,603,sequential,0.85
5000,603,sequential,0.86
7300,603,sequential,0.87
10000,603,sequential,0.88
730,604,sequential,0
1000,604,sequential,0
1825,604,sequential,0
3650,604,sequential,0
5000,604,sequential,0
7300,604,sequential,0
10000,604,sequential,0
730,605,sequential,0
1000,605,sequential,0
1825,605,sequential,0
3650,605,sequential,0
5000,605,sequential,0
7300,605,sequential,0
10000,605,sequential,0
730,606,sequential,0
1000,606,sequential,0
1825,606,sequential,0
3650,606,sequential,0
5000,606,sequential,0
7300,606,sequential,0
10000,606,sequential,0
730,607,sequential,0
1000,607,sequential,0
1825,607,sequential,0
3650,607,sequential,0
5000,607,sequential,0
7300,607,sequential,0
10000,607,sequential,0
730,608,sequential,0
1000,608,sequential,0
1825,608,sequential,0
3650,608,sequential,0
5000,608,sequential,0
7300,608,sequential,0
10000,608,sequential,0
730,609,sequential,0
1000,609,sequential,0
1825,609,sequential,0
3650,609,sequential,0
5000,609,sequential,0
7300,609,sequential,0
10000,609,sequential,0
730,610,sequential,0
1000,610,sequential,0
1825,610,sequential,0
3650,610,sequential,0
5000,610,sequential,0
7300,610,sequential,0
10000,610,sequential,0
730,611,sequential,0
1000,611,sequential,0.02
1825,611,sequential,0.78
3650,611,sequential,0.99
5000,611,sequential,1
7300,611,sequential,1
10000,611,sequential,1
730,612,sequential,0
1000,612,sequential,0
1825,612,sequential,0
3650,612,sequential,0.13
5000,612,sequential,0.69
7300,612,sequential,0.97
10000,612,sequential,1
730,613,sequential,0
1000,613,sequential,0
1825,613,sequential,0
3650,613,sequential,0
5000,613,sequential,0
7300,613,sequential,0
10000,613,sequential,0
730,614,sequential,0
1000,614,sequential,0
1825,614,sequential,0.01
3650,614,sequential,0.89
5000,614,sequential,0.99
7300,614,sequential,1
10000,614,sequential,1
730,615,sequential,0
1000,615,sequential,0
1825,615,sequential,0
3650,615,sequential,0
5000,615,sequential,0
7300,615,sequential,0
10000,615,sequential,0
730,616,sequential,0
1000,616,sequential,0
1825,616,sequential,0
3650,616,sequential,0.15
5000,616,sequential,0.36
7300,616,sequential,0.58
10000,616,sequential,0.7
730,617,sequential,0
1000,617,sequential,0
1825,617,sequential,0
3650,617,sequential,0
5000,617,sequential,0
7300,617,sequential,0
10000,617,sequential,0
730,618,sequential,0
1000,618,sequential,0
1825,618,sequential,0
3650,618,sequential,0.11
5000,618,sequential,0.42
7300,618,sequential,0.55
10000,618,sequential,0.59
730,619,sequential,0
1000,619,sequential,0
1825,619,sequential,0.3
3650,619,sequential,0.55
5000,619,sequential,0.6
7300,619,sequential,0.64
10000,619,sequential,0.7
730,620,sequential,0
1000,620,sequential,0
1825,620,sequential,0
3650,620,sequential,0
5000,620,sequential,0
7300,620,sequential,0
10000,620,sequential,0
730,621,sequential,0
1000,621,sequential,0
1825,621,sequential,0
3650,621,sequential,0
5000,621,sequential,0
7300,621,sequential,0
10000,621,sequential,0
730,622,sequential,0
1000,622,sequential,0
1825,622,sequential,0
3650,622,sequential,0
5000,622,sequential,0
7300,622,sequential,0
10000,622,sequential,0
730,623,sequential,0
1000,623,sequential,0
1825,623,sequential,0
3650,623,sequential,0
5000,623,sequential,0
7300,623,sequential,0.02
10000,623,sequential,0.02
730,624,sequential,0
1000,624,sequential,0
1825,624,sequential,0
3650,624,sequential,0
5000,624,sequential,0
7300,624,sequential,0
10000,624,sequential,0
730,625,sequential,0
1000,625,sequential,0
1825,625,sequential,0.01
3650,625,sequential,0.99
5000,625,sequential,1
7300,625,sequential,1
10000,625,sequential,1
730,626,sequential,0
1000,626,sequential,0
1825,626,sequential,0.53
3650,626,sequential,0.94
5000,626,sequential,0.98
7300,626,sequential,1
10000,626,sequential,1
730,627,sequential,0
1000,627,sequential,0
1825,627,sequential,0
3650,627,sequential,0
5000,627,sequential,0
7300,627,sequential,0
10000,627,sequential,0
730,628,sequential,0
1000,628,sequential,0
1825,628,sequential,0.2
3650,628,sequential,0.3
5000,628,sequential,0.3
7300,628,sequential,0.33
10000,628,sequential,0.36
730,629,sequential,0
1000,629,sequential,0
1825,629,sequential,0
3650,629,sequential,0
5000,629,sequential,0
7300,629,sequential,0.07
10000,629,sequential,0.13
730,630,sequential,0
1000,630,sequential,0
1825,630,sequential,0
3650,630,sequential,0
5000,630,sequential,0
7300,630,sequential,0
10000,630,sequential,0
730,631,sequential,0
1000,631,sequential,0
1825,631,sequential,0
3650,631,sequential,0
5000,631,sequential,0.01
7300,631,sequential,0.08
10000,631,sequential,0.16
730,632,sequential,0
1000,632,sequential,0
1825,632,sequential,0
3650,632,sequential,0
5000,632,sequential,0
7300,632,sequential,0
10000,632,sequential,0
730,633,sequential,0
1000,633,sequential,0.08
1825,633,sequential,0.88
3650,633,sequential,1
5000,633,sequential,1
7300,633,sequential,1
10000,633,sequential,1
730,634,sequential,0
1000,634,sequential,0
1825,634,sequential,0
3650,634,sequential,0
5000,634,sequential,0
7300,634,sequential,0
10000,634,sequential,0
730,635,sequential,0
1000,635,sequential,0
1825,635,sequential,0
3650,635,sequential,0
5000,635,sequential,0
7300,635,sequential,0
10000,635,sequential,0
730,636,sequential,0
1000,636,sequential,0
1825,636,sequential,0
3650,636,sequential,0
5000,636,sequential,0
7300,636,sequential,0
10000,636,sequential,0
730,637,sequential,0
1000,637,sequential,0.06
1825,637,sequential,0.82
3650,637,sequential,0.95
5000,637,sequential,0.97
7300,637,sequential,1
10000,637,sequential,1
730,638,sequential,0
1000,638,sequential,0.12
1825,638,sequential,0.92
3650,638,sequential,1
5000,638,sequential,1
7300,638,sequential,1
10000,638,sequential,1
730,639,sequential,0
1000,639,sequential,0
1825,639,sequential,0
3650,639,sequential,0
5000,639,sequential,0
7300,639,sequential,0
10000,639,sequential,0
730,640,sequential,0
1000,640,sequential,0
1825,640,sequential,0
3650,640,sequential,0
5000,640,sequential,0
7300,640,sequential,0
10000,640,sequential,0.03
730,641,sequential,0
1000,641,sequential,0
1825,641,sequential,0
3650,641,sequential,0
5000,641,sequential,0
7300,641,sequential,0
10000,641,sequential,0
730,642,sequential,0
1000,642,sequential,0
1825,642,sequential,0.76
3650,642,sequential,1
5000,642,sequential,1
7300,642,sequential,1
10000,642,sequential,1
730,643,sequential,0
1000,643,sequential,0
1825,643,sequential,0
3650,643,sequential,0
5000,643,sequential,0
7300,643,sequential,0
10000,643,sequential,0
730,644,sequential,0
1000,644,sequential,0
1825,644,sequential,0
3650,644,sequential,0
5000,644,sequential,0
7300,644,sequential,0
10000,644,sequential,0
730,645,sequential,0
1000,645,sequential,0.01
1825,645,sequential,0.84
3650,645,sequential,0.92
5000,645,sequential,0.92
7300,645,sequential,0.92
10000,645,sequential,0.92
730,646,sequential,0
1000,646,sequential,0
1825,646,sequential,0.7
3650,646,sequential,0.86
5000,646,sequential,0.87
7300,646,sequential,0.87
10000,646,sequential,0.89
730,647,sequential,0
1000,647,sequential,0.11
1825,647,sequential,0.98
3650,647,sequential,1
5000,647,sequential,1
7300,647,sequential,1
10000,647,sequential,1
730,648,sequential,0
1000,648,sequential,0
1825,648,sequential,0.22
3650,648,sequential,0.72
5000,648,sequential,0.74
7300,648,sequential,0.75
10000,648,sequential,0.75
730,649,sequential,0
1000,649,sequential,0
1825,649,sequential,0
3650,649,sequential,0
5000,649,sequential,0
7300,649,sequential,0
10000,649,sequential,0
730,650,sequential,0
1000,650,sequential,0
1825,650,sequential,0
3650,650,sequential,0
5000,650,sequential,0
7300,650,sequential,0
10000,650,sequential,0
730,651,sequential,0
1000,651,sequential,0
1825,651,sequential,0
3650,651,sequential,0
5000,651,sequential,0.01
7300,651,sequential,0.13
10000,651,sequential,0.17
730,652,sequential,0
1000,652,sequential,0
1825,652,sequential,0
3650,652,sequential,0.29
5000,652,sequential,0.39
7300,652,sequential,0.58
10000,652,sequential,0.65
730,653,sequential,0
1000,653,sequential,0
1825,653,sequential,0.03
3650,653,sequential,0.63
5000,653,sequential,0.71
7300,653,sequential,0.73
10000,653,sequential,0.74
730,654,sequential,0
1000,654,sequential,0
1825,654,sequential,0
3650,654,sequential,0
5000,654,sequential,0
7300,654,sequential,0
10000,654,sequential,0
730,655,sequential,0
1000,655,sequential,0
1825,655,sequential,0
3650,655,sequential,0
5000,655,sequential,0
7300,655,sequential,0
10000,655,sequential,0
730,656,sequential,0
1000,656,sequential,0
1825,656,sequential,0
3650,656,sequential,0
5000,656,sequential,0
7300,656,sequential,0
10000,656,sequential,0
730,657,sequential,0
1000,657,sequential,0
1825,657,sequential,0
3650,657,sequential,0
5000,657,sequential,0
7300,657,sequential,0
10000,657,sequential,0
730,658,sequential,0
1000,658,sequential,0
1825,658,sequential,0
3650,658,sequential,0
5000,658,sequential,0
7300,658,sequential,0
10000,658,sequential,0
730,659,sequential,0
1000,659,sequential,0
1825,659,sequential,0
3650,659,sequential,0
5000,659,sequential,0.01
7300,659,sequential,0.13
10000,659,sequential,0.24
730,660,sequential,0
1000,660,sequential,0
1825,660,sequential,0
3650,660,sequential,0
5000,660,sequential,0
7300,660,sequential,0
10000,660,sequential,0
730,661,sequential,0
1000,661,sequential,0
1825,661,sequential,0.28
3650,661,sequential,0.75
5000,661,sequential,0.78
7300,661,sequential,0.8
10000,661,sequential,0.84
730,662,sequential,0
1000,662,sequential,0
1825,662,sequential,0
3650,662,sequential,0.14
5000,662,sequential,0.63
7300,662,sequential,0.99
10000,662,sequential,1
730,663,sequential,0
1000,663,sequential,0.01
1825,663,sequential,0.7
3650,663,sequential,0.79
5000,663,sequential,0.8
7300,663,sequential,0.81
10000,663,sequential,0.85
730,664,sequential,0
1000,664,sequential,0
1825,664,sequential,0
3650,664,sequential,0.38
5000,664,sequential,0.56
7300,664,sequential,0.58
10000,664,sequential,0.62
730,665,sequential,0
1000,665,sequential,0
1825,665,sequential,0
3650,665,sequential,0
5000,665,sequential,0
7300,665,sequential,0
10000,665,sequential,0
730,666,sequential,0
1000,666,sequential,0
1825,666,sequential,0.37
3650,666,sequential,0.83
5000,666,sequential,0.94
7300,666,sequential,0.99
10000,666,sequential,1
730,667,sequential,0
1000,667,sequential,0
1825,667,sequential,0
3650,667,sequential,0
5000,667,sequential,0
7300,667,sequential,0
10000,667,sequential,0
730,668,sequential,0
1000,668,sequential,0
1825,668,sequential,0
3650,668,sequential,0
5000,668,sequential,0
7300,668,sequential,0
10000,668,sequential,0
730,669,sequential,0
1000,669,sequential,0
1825,669,sequential,0
3650,669,sequential,0
5000,669,sequential,0
7300,669,sequential,0
10000,669,sequential,0
730,670,sequential,0
1000,670,sequential,0
1825,670,sequential,0
3650,670,sequential,0.05
5000,670,sequential,0.22
7300,670,sequential,0.45
10000,670,sequential,0.73
730,671,sequential,0
1000,671,sequential,0
1825,671,sequential,0
3650,671,sequential,0
5000,671,sequential,0
7300,671,sequential,0
10000,671,sequential,0
730,672,sequential,0
1000,672,sequential,0
1825,672,sequential,0
3650,672,sequential,0
5000,672,sequential,0
7300,672,sequential,0
10000,672,sequential,0
730,673,sequential,0
1000,673,sequential,0
1825,673,sequential,0
3650,673,sequential,0
5000,673,sequential,0
7300,673,sequential,0.07
10000,673,sequential,0.13
730,674,sequential,0
1000,674,sequential,0
1825,674,sequential,0
3650,674,sequential,0
5000,674,sequential,0
7300,674,sequential,0
10000,674,sequential,0
730,675,sequential,0
1000,675,sequential,0
1825,675,sequential,0
3650,675,sequential,0
5000,675,sequential,0
7300,675,sequential,0
10000,675,sequential,0
730,676,sequential,0
1000,676,sequential,0
1825,676,sequential,0
3650,676,sequential,0
5000,676,sequential,0
7300,676,sequential,0
10000,676,sequential,0
730,677,sequential,0
1000,677,sequential,0.08
1825,677,sequential,0.77
3650,677,sequential,0.92
5000,677,sequential,0.94
7300,677,sequential,0.96
10000,677,sequential,1
730,678,sequential,0
1000,678,sequential,0
1825,678,sequential,0
3650,678,sequential,0
5000,678,sequential,0
7300,678,sequential,0
10000,678,sequential,0
730,679,sequential,0
1000,679,sequential,0
1825,679,sequential,0
3650,679,sequential,0.3
5000,679,sequential,0.47
7300,679,sequential,0.53
10000,679,sequential,0.55
730,680,sequential,0
1000,680,sequential,0
1825,680,sequential,0
3650,680,sequential,0
5000,680,sequential,0
7300,680,sequential,0
10000,680,sequential,0
730,681,sequential,0
1000,681,sequential,0
1825,681,sequential,0
3650,681,sequential,0.01
5000,681,sequential,0.17
7300,681,sequential,0.34
10000,681,sequential,0.43
730,682,sequential,0
1000,682,sequential,0
1825,682,sequential,0
3650,682,sequential,0
5000,682,sequential,0
7300,682,sequential,0
10000,682,sequential,0
730,683,sequential,0
1000,683,sequential,0
1825,683,sequential,0
3650,683,sequential,0.66
5000,683,sequential,0.86
7300,683,sequential,0.98
10000,683,sequential,0.99
730,684,sequential,0
1000,684,sequential,0.05
1825,684,sequential,0.91
3650,684,sequential,1
5000,684,sequential,1
7300,684,sequential,1
10000,684,sequential,1
730,685,sequential,0
1000,685,sequential,0
1825,685,sequential,0.55
3650,685,sequential,1
5000,685,sequential,1
7300,685,sequential,1
10000,685,sequential,1
730,686,sequential,0
1000,686,sequential,0
1825,686,sequential,0
3650,686,sequential,0
5000,686,sequential,0
7300,686,sequential,0
10000,686,sequential,0
730,687,sequential,0
1000,687,sequential,0
1825,687,sequential,0
3650,687,sequential,0
5000,687,sequential,0
7300,687,sequential,0
10000,687,sequential,0
730,688,sequential,0
1000,688,sequential,0.02
1825,688,sequential,0.87
3650,688,sequential,0.96
5000,688,sequential,0.96
7300,688,sequential,0.99
10000,688,sequential,1
730,689,sequential,0
1000,689,sequential,0
1825,689,sequential,0
3650,689,sequential,0
5000,689,sequential,0
7300,689,sequential,0
10000,689,sequential,0
730,690,sequential,0
1000,690,sequential,0
1825,690,sequential,0
3650,690,sequential,0
5000,690,sequential,0
7300,690,sequential,0
10000,690,sequential,0
730,691,sequential,0
1000,691,sequential,0
1825,691,sequential,0
3650,691,sequential,0
5000,691,sequential,0
7300,691,sequential,0
10000,691,sequential,0
730,692,sequential,0
1000,692,sequential,0
1825,692,sequential,0
3650,692,sequential,0
5000,692,sequential,0
7300,692,sequential,0
10000,692,sequential,0
730,693,sequential,0
1000,693,sequential,0
1825,693,sequential,0
3650,693,sequential,0.07
5000,693,sequential,0.12
7300,693,sequential,0.34
10000,693,sequential,0.45
730,694,sequential,0
1000,694,sequential,0
1825,694,sequential,0
3650,694,sequential,0
5000,694,sequential,0
7300,694,sequential,0
10000,694,sequential,0
730,695,sequential,0
1000,695,sequential,0
1825,695,sequential,0
3650,695,sequential,0
5000,695,sequential,0
7300,695,sequential,0
10000,695,sequential,0
730,696,sequential,0
1000,696,sequential,0
1825,696,sequential,0
3650,696,sequential,0.27
5000,696,sequential,0.43
7300,696,sequential,0.49
10000,696,sequential,0.5
730,697,sequential,0
1000,697,sequential,0
1825,697,sequential,0
3650,697,sequential,0
5000,697,sequential,0
7300,697,sequential,0
10000,697,sequential,0
730,698,sequential,0
1000,698,sequential,0
1825,698,sequential,0
3650,698,sequential,0
5000,698,sequential,0
7300,698,sequential,0
10000,698,sequential,0
730,699,sequential,0
1000,699,sequential,0
1825,699,sequential,0.45
3650,699,sequential,0.98
5000,699,sequential,1
7300,699,sequential,1
10000,699,sequential,1
730,700,sequential,0
1000,700,sequential,0
1825,700,sequential,0.68
3650,700,sequential,0.84
5000,700,sequential,0.87
7300,700,sequential,0.9
10000,700,sequential,0.91
730,701,sequential,0
1000,701,sequential,0
1825,701,sequential,0
3650,701,sequential,0
5000,701,sequential,0
7300,701,sequential,0
10000,701,sequential,0
730,702,sequential,0
1000,702,sequential,0.02
1825,702,sequential,0.68
3650,702,sequential,0.8
5000,702,sequential,0.8
7300,702,sequential,0.81
10000,702,sequential,0.81
730,703,sequential,0
1000,703,sequential,0
1825,703,sequential,0
3650,703,sequential,0
5000,703,sequential,0
7300,703,sequential,0.02
10000,703,sequential,0.09
730,704,sequential,0
1000,704,sequential,0
1825,704,sequential,0
3650,704,sequential,0.26
5000,704,sequential,0.35
7300,704,sequential,0.38
10000,704,sequential,0.4
730,705,sequential,0
1000,705,sequential,0
1825,705,sequential,0
3650,705,sequential,0
5000,705,sequential,0
7300,705,sequential,0.01
10000,705,sequential,0.22
730,706,sequential,0
1000,706,sequential,0
1825,706,sequential,0
3650,706,sequential,0
5000,706,sequential,0
