step,parameter_comb,strategy,prop_runs_prevC_above
1000,758,equal allocation,0
1825,758,equal allocation,0
3650,758,equal allocation,0
5000,758,equal allocation,0
7300,758,equal allocation,0
10000,758,equal allocation,0
730,759,equal allocation,0
1000,759,equal allocation,0
1825,759,equal allocation,0
3650,759,equal allocation,0
5000,759,equal allocation,0
7300,759,equal allocation,0
10000,759,equal allocation,0
730,760,equal allocation,0
1000,760,equal allocation,0
1825,760,equal allocation,0
3650,760,equal allocation,NA
5000,760,equal allocation,NA
7300,760,equal allocation,NA
10000,760,equal allocation,NA
730,761,equal allocation,0
1000,761,equal allocation,0
1825,761,equal allocation,0
3650,761,equal allocation,0
5000,761,equal allocation,0
7300,761,equal allocation,0
10000,761,equal allocation,0
730,762,equal allocation,0
1000,762,equal allocation,0.03
1825,762,equal allocation,1
3650,762,equal allocation,1
5000,762,equal allocation,1
7300,762,equal allocation,1
10000,762,equal allocation,1
730,763,equal allocation,0
1000,763,equal allocation,0
1825,763,equal allocation,0
3650,763,equal allocation,0.89
5000,763,equal allocation,1
7300,763,equal allocation,1
10000,763,equal allocation,1
730,764,equal allocation,0
1000,764,equal allocation,0
1825,764,equal allocation,0
3650,764,equal allocation,0
5000,764,equal allocation,0
7300,764,equal allocation,0
10000,764,equal allocation,0
730,765,equal allocation,0
1000,765,equal allocation,0
1825,765,equal allocation,0
3650,765,equal allocation,0
5000,765,equal allocation,0
7300,765,equal allocation,0
10000,765,equal allocation,0
730,766,equal allocation,0
1000,766,equal allocation,0
1825,766,equal allocation,0
3650,766,equal allocation,0
5000,766,equal allocation,0
7300,766,equal allocation,0
10000,766,equal allocation,0
730,767,equal allocation,0
1000,767,equal allocation,0
1825,767,equal allocation,0
3650,767,equal allocation,0
5000,767,equal allocation,0
7300,767,equal allocation,0
10000,767,equal allocation,0
730,768,equal allocation,0
1000,768,equal allocation,0
1825,768,equal allocation,0
3650,768,equal allocation,0
5000,768,equal allocation,0
7300,768,equal allocation,0
10000,768,equal allocation,0
730,769,equal allocation,0
1000,769,equal allocation,0
1825,769,equal allocation,0
3650,769,equal allocation,0
5000,769,equal allocation,0
7300,769,equal allocation,0
10000,769,equal allocation,0
730,770,equal allocation,0
1000,770,equal allocation,0
1825,770,equal allocation,0
3650,770,equal allocation,0.02
5000,770,equal allocation,0.44
7300,770,equal allocation,1
10000,770,equal allocation,1
730,771,equal allocation,0
1000,771,equal allocation,0
1825,771,equal allocation,0
3650,771,equal allocation,0
5000,771,equal allocation,0
7300,771,equal allocation,0
10000,771,equal allocation,0.02
730,772,equal allocation,0
1000,772,equal allocation,0
1825,772,equal allocation,0.01
3650,772,equal allocation,1
5000,772,equal allocation,1
7300,772,equal allocation,1
10000,772,equal allocation,1
730,773,equal allocation,0
1000,773,equal allocation,0
1825,773,equal allocation,0
3650,773,equal allocation,0
5000,773,equal allocation,0
7300,773,equal allocation,0.39
10000,773,equal allocation,0.96
730,774,equal allocation,0
1000,774,equal allocation,0
1825,774,equal allocation,0
3650,774,equal allocation,0
5000,774,equal allocation,0
7300,774,equal allocation,0.45
10000,774,equal allocation,0.98
730,775,equal allocation,0
1000,775,equal allocation,0
1825,775,equal allocation,0
3650,775,equal allocation,0
5000,775,equal allocation,0
7300,775,equal allocation,0
10000,775,equal allocation,0
730,776,equal allocation,0
1000,776,equal allocation,0
1825,776,equal allocation,0
3650,776,equal allocation,0
5000,776,equal allocation,0
7300,776,equal allocation,0.18
10000,776,equal allocation,0.92
730,777,equal allocation,0
1000,777,equal allocation,0
1825,777,equal allocation,0
3650,777,equal allocation,0
5000,777,equal allocation,0
7300,777,equal allocation,0
10000,777,equal allocation,0
730,778,equal allocation,0
1000,778,equal allocation,0
1825,778,equal allocation,0
3650,778,equal allocation,1
5000,778,equal allocation,1
7300,778,equal allocation,1
10000,778,equal allocation,1
730,779,equal allocation,0
1000,779,equal allocation,0
1825,779,equal allocation,0
3650,779,equal allocation,0
5000,779,equal allocation,0
7300,779,equal allocation,0
10000,779,equal allocation,0
730,780,equal allocation,0
1000,780,equal allocation,0
1825,780,equal allocation,0
3650,780,equal allocation,0
5000,780,equal allocation,0
7300,780,equal allocation,0
10000,780,equal allocation,0
730,781,equal allocation,0
1000,781,equal allocation,0
1825,781,equal allocation,0
3650,781,equal allocation,0
5000,781,equal allocation,0
7300,781,equal allocation,0.01
10000,781,equal allocation,0.09
730,782,equal allocation,0
1000,782,equal allocation,0
1825,782,equal allocation,0
3650,782,equal allocation,0
5000,782,equal allocation,0
7300,782,equal allocation,0
10000,782,equal allocation,0
730,783,equal allocation,0
1000,783,equal allocation,0
1825,783,equal allocation,0
3650,783,equal allocation,0.39
5000,783,equal allocation,0.93
7300,783,equal allocation,1
10000,783,equal allocation,1
730,784,equal allocation,0
1000,784,equal allocation,0
1825,784,equal allocation,0
3650,784,equal allocation,0
5000,784,equal allocation,0
7300,784,equal allocation,0
10000,784,equal allocation,0
730,785,equal allocation,0
1000,785,equal allocation,0
1825,785,equal allocation,0
3650,785,equal allocation,0
5000,785,equal allocation,0.02
7300,785,equal allocation,0.58
10000,785,equal allocation,0.99
730,786,equal allocation,0
1000,786,equal allocation,0
1825,786,equal allocation,0
3650,786,equal allocation,0
5000,786,equal allocation,0
7300,786,equal allocation,0
10000,786,equal allocation,0
730,787,equal allocation,0
1000,787,equal allocation,0
1825,787,equal allocation,0
3650,787,equal allocation,0
5000,787,equal allocation,0
7300,787,equal allocation,0
10000,787,equal allocation,0
730,788,equal allocation,0
1000,788,equal allocation,0
1825,788,equal allocation,0
3650,788,equal allocation,NA
5000,788,equal allocation,NA
7300,788,equal allocation,NA
10000,788,equal allocation,NA
730,789,equal allocation,0
1000,789,equal allocation,0
1825,789,equal allocation,0
3650,789,equal allocation,0
5000,789,equal allocation,0
7300,789,equal allocation,0
10000,789,equal allocation,0
730,790,equal allocation,0
1000,790,equal allocation,0
1825,790,equal allocation,0
3650,790,equal allocation,0
5000,790,equal allocation,0
7300,790,equal allocation,0.34
10000,790,equal allocation,0.95
730,791,equal allocation,0
1000,791,equal allocation,0
1825,791,equal allocation,0
3650,791,equal allocation,0
5000,791,equal allocation,0
7300,791,equal allocation,0.02
10000,791,equal allocation,0.42
730,792,equal allocation,0
1000,792,equal allocation,0
1825,792,equal allocation,0
3650,792,equal allocation,0
5000,792,equal allocation,0
7300,792,equal allocation,0
10000,792,equal allocation,0.01
730,793,equal allocation,0
1000,793,equal allocation,0
1825,793,equal allocation,0
3650,793,equal allocation,0.03
5000,793,equal allocation,0.79
7300,793,equal allocation,1
10000,793,equal allocation,1
730,794,equal allocation,0
1000,794,equal allocation,0
1825,794,equal allocation,0
3650,794,equal allocation,0
5000,794,equal allocation,0
7300,794,equal allocation,0
10000,794,equal allocation,0
730,795,equal allocation,0
1000,795,equal allocation,0
1825,795,equal allocation,0
3650,795,equal allocation,0
5000,795,equal allocation,0
7300,795,equal allocation,0
10000,795,equal allocation,0
730,796,equal allocation,0
1000,796,equal allocation,0
1825,796,equal allocation,0
3650,796,equal allocation,0
5000,796,equal allocation,0
7300,796,equal allocation,0
10000,796,equal allocation,0
730,797,equal allocation,0
1000,797,equal allocation,0
1825,797,equal allocation,0
3650,797,equal allocation,0
5000,797,equal allocation,0.01
7300,797,equal allocation,0.23
10000,797,equal allocation,0.85
730,798,equal allocation,0
1000,798,equal allocation,0
1825,798,equal allocation,0
3650,798,equal allocation,0
5000,798,equal allocation,0
7300,798,equal allocation,0.96
10000,798,equal allocation,1
730,799,equal allocation,0
1000,799,equal allocation,0
1825,799,equal allocation,0
3650,799,equal allocation,0
5000,799,equal allocation,0
7300,799,equal allocation,0
10000,799,equal allocation,0.02
730,800,equal allocation,0
1000,800,equal allocation,0
1825,800,equal allocation,0
3650,800,equal allocation,0
5000,800,equal allocation,0
7300,800,equal allocation,0
10000,800,equal allocation,0
730,801,equal allocation,0
1000,801,equal allocation,0
1825,801,equal allocation,0
3650,801,equal allocation,0
5000,801,equal allocation,0
7300,801,equal allocation,0
10000,801,equal allocation,0.21
730,802,equal allocation,0
1000,802,equal allocation,0
1825,802,equal allocation,0
3650,802,equal allocation,0
5000,802,equal allocation,0
7300,802,equal allocation,0
10000,802,equal allocation,0
730,803,equal allocation,0
1000,803,equal allocation,0
1825,803,equal allocation,0
3650,803,equal allocation,0
5000,803,equal allocation,0
7300,803,equal allocation,0
10000,803,equal allocation,0
730,804,equal allocation,0
1000,804,equal allocation,0
1825,804,equal allocation,0
3650,804,equal allocation,0
5000,804,equal allocation,0
7300,804,equal allocation,0
10000,804,equal allocation,0.15
730,805,equal allocation,0
1000,805,equal allocation,0
1825,805,equal allocation,0
3650,805,equal allocation,0
5000,805,equal allocation,0
7300,805,equal allocation,0
10000,805,equal allocation,0.56
730,806,equal allocation,0
1000,806,equal allocation,0
1825,806,equal allocation,0.27
3650,806,equal allocation,1
5000,806,equal allocation,1
7300,806,equal allocation,1
10000,806,equal allocation,1
730,807,equal allocation,0.74
1000,807,equal allocation,0.99
1825,807,equal allocation,1
3650,807,equal allocation,1
5000,807,equal allocation,1
7300,807,equal allocation,1
10000,807,equal allocation,1
730,808,equal allocation,0
1000,808,equal allocation,0
1825,808,equal allocation,0
3650,808,equal allocation,0
5000,808,equal allocation,0
7300,808,equal allocation,0
10000,808,equal allocation,0
730,809,equal allocation,0
1000,809,equal allocation,0
1825,809,equal allocation,0
3650,809,equal allocation,0.08
5000,809,equal allocation,0.81
7300,809,equal allocation,1
10000,809,equal allocation,1
730,810,equal allocation,0
1000,810,equal allocation,0
1825,810,equal allocation,0
3650,810,equal allocation,0
5000,810,equal allocation,0
7300,810,equal allocation,0
10000,810,equal allocation,0
730,811,equal allocation,0
1000,811,equal allocation,0
1825,811,equal allocation,0
3650,811,equal allocation,0
5000,811,equal allocation,0
7300,811,equal allocation,0
10000,811,equal allocation,0
730,812,equal allocation,0
1000,812,equal allocation,0
1825,812,equal allocation,0
3650,812,equal allocation,0
5000,812,equal allocation,0
7300,812,equal allocation,0.01
10000,812,equal allocation,0.57
730,813,equal allocation,0
1000,813,equal allocation,0
1825,813,equal allocation,0
3650,813,equal allocation,0.04
5000,813,equal allocation,0.65
7300,813,equal allocation,1
10000,813,equal allocation,1
730,814,equal allocation,0
1000,814,equal allocation,0
1825,814,equal allocation,0
3650,814,equal allocation,0
5000,814,equal allocation,0
7300,814,equal allocation,0
10000,814,equal allocation,0
730,815,equal allocation,0
1000,815,equal allocation,0
1825,815,equal allocation,0
3650,815,equal allocation,0
5000,815,equal allocation,0
7300,815,equal allocation,0
10000,815,equal allocation,0
730,816,equal allocation,0
1000,816,equal allocation,0
1825,816,equal allocation,0
3650,816,equal allocation,0
5000,816,equal allocation,0
7300,816,equal allocation,0
10000,816,equal allocation,0
730,817,equal allocation,0
1000,817,equal allocation,0
1825,817,equal allocation,0
3650,817,equal allocation,0
5000,817,equal allocation,0
7300,817,equal allocation,0
10000,817,equal allocation,0
730,818,equal allocation,0
1000,818,equal allocation,0
1825,818,equal allocation,0
3650,818,equal allocation,0
5000,818,equal allocation,0
7300,818,equal allocation,0
10000,818,equal allocation,0
730,819,equal allocation,0
1000,819,equal allocation,0
1825,819,equal allocation,0
3650,819,equal allocation,0
5000,819,equal allocation,0
7300,819,equal allocation,0
10000,819,equal allocation,0
730,820,equal allocation,0
1000,820,equal allocation,0
1825,820,equal allocation,0
3650,820,equal allocation,0
5000,820,equal allocation,0
7300,820,equal allocation,0.01
10000,820,equal allocation,0.01
730,821,equal allocation,0
1000,821,equal allocation,0
1825,821,equal allocation,0
3650,821,equal allocation,0
5000,821,equal allocation,0
7300,821,equal allocation,0
10000,821,equal allocation,0
730,822,equal allocation,0
1000,822,equal allocation,0
1825,822,equal allocation,0.21
3650,822,equal allocation,1
5000,822,equal allocation,1
7300,822,equal allocation,1
10000,822,equal allocation,1
730,823,equal allocation,0
1000,823,equal allocation,0
1825,823,equal allocation,0
3650,823,equal allocation,0
5000,823,equal allocation,0
7300,823,equal allocation,0
10000,823,equal allocation,0
730,824,equal allocation,0
1000,824,equal allocation,0
1825,824,equal allocation,0
3650,824,equal allocation,1
5000,824,equal allocation,1
7300,824,equal allocation,1
10000,824,equal allocation,1
730,825,equal allocation,0
1000,825,equal allocation,0
1825,825,equal allocation,0
3650,825,equal allocation,0
5000,825,equal allocation,0
7300,825,equal allocation,0
10000,825,equal allocation,0
730,826,equal allocation,0
1000,826,equal allocation,0
1825,826,equal allocation,0
3650,826,equal allocation,0
5000,826,equal allocation,0
7300,826,equal allocation,0
10000,826,equal allocation,0
730,827,equal allocation,0
1000,827,equal allocation,0
1825,827,equal allocation,0
3650,827,equal allocation,0
5000,827,equal allocation,0
7300,827,equal allocation,0
10000,827,equal allocation,0
730,828,equal allocation,0
1000,828,equal allocation,0
1825,828,equal allocation,0
3650,828,equal allocation,0
5000,828,equal allocation,0
7300,828,equal allocation,0
10000,828,equal allocation,0
730,829,equal allocation,0
1000,829,equal allocation,0
1825,829,equal allocation,0
3650,829,equal allocation,0
5000,829,equal allocation,0
7300,829,equal allocation,0.01
10000,829,equal allocation,0.83
730,830,equal allocation,0
1000,830,equal allocation,0
1825,830,equal allocation,0
3650,830,equal allocation,0
5000,830,equal allocation,0
7300,830,equal allocation,0
10000,830,equal allocation,0
730,831,equal allocation,0
1000,831,equal allocation,0
1825,831,equal allocation,0
3650,831,equal allocation,0.94
5000,831,equal allocation,1
7300,831,equal allocation,1
10000,831,equal allocation,1
730,832,equal allocation,0
1000,832,equal allocation,0
1825,832,equal allocation,0
3650,832,equal allocation,0
5000,832,equal allocation,0
7300,832,equal allocation,0
10000,832,equal allocation,0
730,833,equal allocation,0
1000,833,equal allocation,0
1825,833,equal allocation,0
3650,833,equal allocation,0
5000,833,equal allocation,0.12
7300,833,equal allocation,0.98
10000,833,equal allocation,1
730,834,equal allocation,0
1000,834,equal allocation,0
1825,834,equal allocation,0
3650,834,equal allocation,0
5000,834,equal allocation,0.3
7300,834,equal allocation,0.94
10000,834,equal allocation,1
730,835,equal allocation,0
1000,835,equal allocation,0
1825,835,equal allocation,0
3650,835,equal allocation,0
5000,835,equal allocation,0
7300,835,equal allocation,0
10000,835,equal allocation,0
730,836,equal allocation,0
1000,836,equal allocation,0
1825,836,equal allocation,0
3650,836,equal allocation,0
5000,836,equal allocation,0
7300,836,equal allocation,0
10000,836,equal allocation,0
730,837,equal allocation,0
1000,837,equal allocation,0
1825,837,equal allocation,0
3650,837,equal allocation,0
5000,837,equal allocation,0
7300,837,equal allocation,0
10000,837,equal allocation,0
730,838,equal allocation,0
1000,838,equal allocation,0
1825,838,equal allocation,0
3650,838,equal allocation,0
5000,838,equal allocation,0
7300,838,equal allocation,0.01
10000,838,equal allocation,0.53
730,839,equal allocation,0
1000,839,equal allocation,0
1825,839,equal allocation,0
3650,839,equal allocation,0
5000,839,equal allocation,0
7300,839,equal allocation,0
10000,839,equal allocation,0
730,840,equal allocation,0
1000,840,equal allocation,0
1825,840,equal allocation,0.06
3650,840,equal allocation,0.99
5000,840,equal allocation,1
7300,840,equal allocation,1
10000,840,equal allocation,1
730,841,equal allocation,0
1000,841,equal allocation,0
1825,841,equal allocation,0
3650,841,equal allocation,0
5000,841,equal allocation,0
7300,841,equal allocation,0
10000,841,equal allocation,0
730,842,equal allocation,0
1000,842,equal allocation,0
1825,842,equal allocation,0
3650,842,equal allocation,0
5000,842,equal allocation,0
7300,842,equal allocation,0
10000,842,equal allocation,0.02
730,843,equal allocation,0
1000,843,equal allocation,0
1825,843,equal allocation,0
3650,843,equal allocation,0
5000,843,equal allocation,0
7300,843,equal allocation,0
10000,843,equal allocation,0
730,844,equal allocation,0
1000,844,equal allocation,0
1825,844,equal allocation,0
3650,844,equal allocation,0
5000,844,equal allocation,0
7300,844,equal allocation,0
10000,844,equal allocation,0
730,845,equal allocation,0
1000,845,equal allocation,0
1825,845,equal allocation,0
3650,845,equal allocation,0
5000,845,equal allocation,0
7300,845,equal allocation,0
10000,845,equal allocation,0
730,846,equal allocation,0
1000,846,equal allocation,0
1825,846,equal allocation,0
3650,846,equal allocation,0
5000,846,equal allocation,0
7300,846,equal allocation,0
10000,846,equal allocation,0
730,847,equal allocation,0
1000,847,equal allocation,0
1825,847,equal allocation,0
3650,847,equal allocation,0
5000,847,equal allocation,0
7300,847,equal allocation,0
10000,847,equal allocation,0
730,848,equal allocation,0
1000,848,equal allocation,0
1825,848,equal allocation,0
3650,848,equal allocation,0
5000,848,equal allocation,0
7300,848,equal allocation,0
10000,848,equal allocation,0
730,849,equal allocation,0
1000,849,equal allocation,0
1825,849,equal allocation,0
3650,849,equal allocation,0
5000,849,equal allocation,0
7300,849,equal allocation,0
10000,849,equal allocation,0
730,850,equal allocation,0
1000,850,equal allocation,0
1825,850,equal allocation,0
3650,850,equal allocation,0
5000,850,equal allocation,0
7300,850,equal allocation,0
10000,850,equal allocation,0
730,851,equal allocation,0
1000,851,equal allocation,0
1825,851,equal allocation,0
3650,851,equal allocation,0
5000,851,equal allocation,0
7300,851,equal allocation,0
10000,851,equal allocation,0
730,852,equal allocation,0
1000,852,equal allocation,0
1825,852,equal allocation,0
3650,852,equal allocation,0.16
5000,852,equal allocation,0.98
7300,852,equal allocation,1
10000,852,equal allocation,1
730,853,equal allocation,0
1000,853,equal allocation,0
1825,853,equal allocation,0
3650,853,equal allocation,0
5000,853,equal allocation,0
7300,853,equal allocation,0
10000,853,equal allocation,0.07
730,854,equal allocation,0
1000,854,equal allocation,0
1825,854,equal allocation,0
3650,854,equal allocation,0
5000,854,equal allocation,0
7300,854,equal allocation,0
10000,854,equal allocation,0
730,855,equal allocation,0
1000,855,equal allocation,0
1825,855,equal allocation,0
3650,855,equal allocation,0
5000,855,equal allocation,0
7300,855,equal allocation,0
10000,855,equal allocation,0
730,856,equal allocation,0
1000,856,equal allocation,0
1825,856,equal allocation,0
3650,856,equal allocation,0
5000,856,equal allocation,0
7300,856,equal allocation,0
10000,856,equal allocation,0.32
730,857,equal allocation,0
1000,857,equal allocation,0
1825,857,equal allocation,0
3650,857,equal allocation,0.05
5000,857,equal allocation,0.84
7300,857,equal allocation,1
10000,857,equal allocation,1
730,858,equal allocation,0
1000,858,equal allocation,0
1825,858,equal allocation,0
3650,858,equal allocation,0
5000,858,equal allocation,0
7300,858,equal allocation,0
10000,858,equal allocation,0
730,859,equal allocation,0
1000,859,equal allocation,0
1825,859,equal allocation,0
3650,859,equal allocation,0
5000,859,equal allocation,0
7300,859,equal allocation,0.3
10000,859,equal allocation,0.82
730,860,equal allocation,0
1000,860,equal allocation,0
1825,860,equal allocation,0
3650,860,equal allocation,0
5000,860,equal allocation,0.05
7300,860,equal allocation,0.78
10000,860,equal allocation,0.99
730,861,equal allocation,0
1000,861,equal allocation,0
1825,861,equal allocation,0.2
3650,861,equal allocation,1
5000,861,equal allocation,1
7300,861,equal allocation,1
10000,861,equal allocation,1
730,862,equal allocation,0
1000,862,equal allocation,0
1825,862,equal allocation,0
3650,862,equal allocation,0
5000,862,equal allocation,0
7300,862,equal allocation,0
10000,862,equal allocation,0.1
730,863,equal allocation,0
1000,863,equal allocation,0
1825,863,equal allocation,0.28
3650,863,equal allocation,1
5000,863,equal allocation,1
7300,863,equal allocation,1
10000,863,equal allocation,1
730,864,equal allocation,0
1000,864,equal allocation,0
1825,864,equal allocation,0
3650,864,equal allocation,0
5000,864,equal allocation,0
7300,864,equal allocation,0
10000,864,equal allocation,0
730,865,equal allocation,0
1000,865,equal allocation,0
1825,865,equal allocation,0
3650,865,equal allocation,0.84
5000,865,equal allocation,1
7300,865,equal allocation,1
10000,865,equal allocation,1
730,866,equal allocation,0
1000,866,equal allocation,0
1825,866,equal allocation,0
3650,866,equal allocation,0
5000,866,equal allocation,0.15
7300,866,equal allocation,0.88
10000,866,equal allocation,1
730,867,equal allocation,0
1000,867,equal allocation,0
1825,867,equal allocation,0
3650,867,equal allocation,0
5000,867,equal allocation,0
7300,867,equal allocation,0.01
10000,867,equal allocation,0.52
730,868,equal allocation,0
1000,868,equal allocation,0
1825,868,equal allocation,0
3650,868,equal allocation,0
5000,868,equal allocation,0
7300,868,equal allocation,0
10000,868,equal allocation,0
730,869,equal allocation,0
1000,869,equal allocation,0
1825,869,equal allocation,0
3650,869,equal allocation,0
5000,869,equal allocation,0.03
7300,869,equal allocation,0.84
10000,869,equal allocation,1
730,870,equal allocation,0
1000,870,equal allocation,0
1825,870,equal allocation,0
3650,870,equal allocation,0
5000,870,equal allocation,0
7300,870,equal allocation,0
10000,870,equal allocation,0.05
730,871,equal allocation,0
1000,871,equal allocation,0
1825,871,equal allocation,0
3650,871,equal allocation,0
5000,871,equal allocation,0
7300,871,equal allocation,0
10000,871,equal allocation,0
730,872,equal allocation,0
1000,872,equal allocation,0
1825,872,equal allocation,0
3650,872,equal allocation,0
5000,872,equal allocation,0
7300,872,equal allocation,0
10000,872,equal allocation,0
730,873,equal allocation,0
1000,873,equal allocation,0
1825,873,equal allocation,0
3650,873,equal allocation,0
5000,873,equal allocation,0
7300,873,equal allocation,0
10000,873,equal allocation,0
730,874,equal allocation,0
1000,874,equal allocation,0
1825,874,equal allocation,0
3650,874,equal allocation,0
5000,874,equal allocation,0
7300,874,equal allocation,0.03
10000,874,equal allocation,0.65
730,875,equal allocation,0
1000,875,equal allocation,0
1825,875,equal allocation,0
3650,875,equal allocation,0
5000,875,equal allocation,0
7300,875,equal allocation,0
10000,875,equal allocation,0
730,876,equal allocation,0
1000,876,equal allocation,0
1825,876,equal allocation,0
3650,876,equal allocation,0
5000,876,equal allocation,0
7300,876,equal allocation,0
10000,876,equal allocation,0
730,877,equal allocation,0
1000,877,equal allocation,0
1825,877,equal allocation,0
3650,877,equal allocation,0
5000,877,equal allocation,0
7300,877,equal allocation,0
10000,877,equal allocation,0
730,878,equal allocation,0
1000,878,equal allocation,0
1825,878,equal allocation,0
3650,878,equal allocation,0
5000,878,equal allocation,0
7300,878,equal allocation,0
10000,878,equal allocation,0
730,879,equal allocation,0
1000,879,equal allocation,0
1825,879,equal allocation,0
3650,879,equal allocation,0.24
5000,879,equal allocation,0.78
7300,879,equal allocation,1
10000,879,equal allocation,1
730,880,equal allocation,0
1000,880,equal allocation,0
1825,880,equal allocation,0
3650,880,equal allocation,0
5000,880,equal allocation,0
7300,880,equal allocation,0
10000,880,equal allocation,0
730,881,equal allocation,0
1000,881,equal allocation,0
1825,881,equal allocation,0
3650,881,equal allocation,0
5000,881,equal allocation,0
7300,881,equal allocation,0
10000,881,equal allocation,0
730,882,equal allocation,0
1000,882,equal allocation,0
1825,882,equal allocation,0
3650,882,equal allocation,0
5000,882,equal allocation,0
7300,882,equal allocation,0
10000,882,equal allocation,0.03
730,883,equal allocation,0
1000,883,equal allocation,0
1825,883,equal allocation,0
3650,883,equal allocation,0
5000,883,equal allocation,0
7300,883,equal allocation,0
10000,883,equal allocation,0.01
730,884,equal allocation,0
1000,884,equal allocation,0
1825,884,equal allocation,0
3650,884,equal allocation,0
5000,884,equal allocation,0
7300,884,equal allocation,0
10000,884,equal allocation,0
730,885,equal allocation,0
1000,885,equal allocation,0
1825,885,equal allocation,0
3650,885,equal allocation,0
5000,885,equal allocation,0
7300,885,equal allocation,0
10000,885,equal allocation,0
730,886,equal allocation,0
1000,886,equal allocation,0
1825,886,equal allocation,0
3650,886,equal allocation,0
5000,886,equal allocation,0
7300,886,equal allocation,0
10000,886,equal allocation,0
730,887,equal allocation,0
1000,887,equal allocation,0
1825,887,equal allocation,0
3650,887,equal allocation,0
5000,887,equal allocation,0
7300,887,equal allocation,0
10000,887,equal allocation,0
730,888,equal allocation,0
1000,888,equal allocation,0
1825,888,equal allocation,0
3650,888,equal allocation,0
5000,888,equal allocation,0
7300,888,equal allocation,0
10000,888,equal allocation,0
730,889,equal allocation,0
1000,889,equal allocation,0
1825,889,equal allocation,0
3650,889,equal allocation,0
5000,889,equal allocation,0
7300,889,equal allocation,0
10000,889,equal allocation,0
730,890,equal allocation,0
1000,890,equal allocation,0
1825,890,equal allocation,0
3650,890,equal allocation,0.02
5000,890,equal allocation,0.93
7300,890,equal allocation,1
10000,890,equal allocation,1
730,891,equal allocation,0
1000,891,equal allocation,0
1825,891,equal allocation,0
3650,891,equal allocation,0
5000,891,equal allocation,0.01
7300,891,equal allocation,0.71
10000,891,equal allocation,1
730,892,equal allocation,0
1000,892,equal allocation,0
1825,892,equal allocation,0
3650,892,equal allocation,0
5000,892,equal allocation,0
7300,892,equal allocation,0
10000,892,equal allocation,0
730,893,equal allocation,0
1000,893,equal allocation,0
1825,893,equal allocation,0
3650,893,equal allocation,0.01
5000,893,equal allocation,0.02
7300,893,equal allocation,0.76
10000,893,equal allocation,1
730,894,equal allocation,0
1000,894,equal allocation,0
1825,894,equal allocation,0
3650,894,equal allocation,0.75
5000,894,equal allocation,1
7300,894,equal allocation,1
10000,894,equal allocation,1
730,895,equal allocation,0
1000,895,equal allocation,0
1825,895,equal allocation,0
3650,895,equal allocation,0
5000,895,equal allocation,0
7300,895,equal allocation,0
10000,895,equal allocation,0
730,896,equal allocation,0
1000,896,equal allocation,0
1825,896,equal allocation,0
3650,896,equal allocation,0
5000,896,equal allocation,0
7300,896,equal allocation,0
10000,896,equal allocation,0
730,897,equal allocation,0
1000,897,equal allocation,0
1825,897,equal allocation,0
3650,897,equal allocation,0
5000,897,equal allocation,0
7300,897,equal allocation,0
10000,897,equal allocation,0
730,898,equal allocation,0
1000,898,equal allocation,0
1825,898,equal allocation,0
3650,898,equal allocation,0
5000,898,equal allocation,0
7300,898,equal allocation,0
10000,898,equal allocation,0
730,899,equal allocation,0
1000,899,equal allocation,0
1825,899,equal allocation,0
3650,899,equal allocation,0
5000,899,equal allocation,0
7300,899,equal allocation,0
10000,899,equal allocation,0
730,900,equal allocation,0
1000,900,equal allocation,0
1825,900,equal allocation,0
3650,900,equal allocation,0
5000,900,equal allocation,0
7300,900,equal allocation,0
10000,900,equal allocation,0
730,901,equal allocation,0
1000,901,equal allocation,0
1825,901,equal allocation,0
3650,901,equal allocation,0
5000,901,equal allocation,0
7300,901,equal allocation,0
10000,901,equal allocation,0
730,902,equal allocation,0
1000,902,equal allocation,0
1825,902,equal allocation,0
3650,902,equal allocation,0
5000,902,equal allocation,0
7300,902,equal allocation,0.16
10000,902,equal allocation,0.92
730,903,equal allocation,0
1000,903,equal allocation,0
1825,903,equal allocation,0
3650,903,equal allocation,0
5000,903,equal allocation,0
7300,903,equal allocation,0
10000,903,equal allocation,0
730,904,equal allocation,0
1000,904,equal allocation,0
1825,904,equal allocation,0
3650,904,equal allocation,0
5000,904,equal allocation,0
7300,904,equal allocation,0
10000,904,equal allocation,0
730,905,equal allocation,0
1000,905,equal allocation,0
1825,905,equal allocation,0
3650,905,equal allocation,0
5000,905,equal allocation,0.11
7300,905,equal allocation,0.98
10000,905,equal allocation,1
730,906,equal allocation,0
1000,906,equal allocation,0
1825,906,equal allocation,0
3650,906,equal allocation,0
5000,906,equal allocation,0
7300,906,equal allocation,0
10000,906,equal allocation,0
730,907,equal allocation,0
1000,907,equal allocation,0
1825,907,equal allocation,0
3650,907,equal allocation,0.02
5000,907,equal allocation,0.61
7300,907,equal allocation,1
10000,907,equal allocation,1
730,908,equal allocation,0
1000,908,equal allocation,0
1825,908,equal allocation,0
3650,908,equal allocation,0
5000,908,equal allocation,0
7300,908,equal allocation,0
10000,908,equal allocation,0
730,909,equal allocation,0
1000,909,equal allocation,0
1825,909,equal allocation,0
3650,909,equal allocation,0
5000,909,equal allocation,0
7300,909,equal allocation,0.17
10000,909,equal allocation,0.91
730,910,equal allocation,0
1000,910,equal allocation,0
1825,910,equal allocation,0
3650,910,equal allocation,0
5000,910,equal allocation,0
7300,910,equal allocation,0
10000,910,equal allocation,0
