step,parameter_comb,strategy,prop_runs_prevC_above
7300,386,equal allocation,0
10000,386,equal allocation,0
730,387,equal allocation,0
1000,387,equal allocation,0
1825,387,equal allocation,0
3650,387,equal allocation,0
5000,387,equal allocation,0
7300,387,equal allocation,0
10000,387,equal allocation,0
730,388,equal allocation,0
1000,388,equal allocation,0
1825,388,equal allocation,0
3650,388,equal allocation,0
5000,388,equal allocation,0
7300,388,equal allocation,0
10000,388,equal allocation,0.04
730,389,equal allocation,0
1000,389,equal allocation,0
1825,389,equal allocation,0
3650,389,equal allocation,0
5000,389,equal allocation,0
7300,389,equal allocation,0.08
10000,389,equal allocation,0.52
730,390,equal allocation,0
1000,390,equal allocation,0
1825,390,equal allocation,0
3650,390,equal allocation,0
5000,390,equal allocation,0
7300,390,equal allocation,0
10000,390,equal allocation,0
730,391,equal allocation,0
1000,391,equal allocation,0
1825,391,equal allocation,0
3650,391,equal allocation,0
5000,391,equal allocation,0
7300,391,equal allocation,0
10000,391,equal allocation,0
730,392,equal allocation,0
1000,392,equal allocation,0
1825,392,equal allocation,0
3650,392,equal allocation,0
5000,392,equal allocation,0
7300,392,equal allocation,0
10000,392,equal allocation,0
730,393,equal allocation,0
1000,393,equal allocation,0
1825,393,equal allocation,0
3650,393,equal allocation,0
5000,393,equal allocation,0
7300,393,equal allocation,0
10000,393,equal allocation,0
730,394,equal allocation,0
1000,394,equal allocation,0
1825,394,equal allocation,0
3650,394,equal allocation,0
5000,394,equal allocation,0
7300,394,equal allocation,0
10000,394,equal allocation,0
730,395,equal allocation,0
1000,395,equal allocation,0
1825,395,equal allocation,0
3650,395,equal allocation,0.55
5000,395,equal allocation,0.97
7300,395,equal allocation,1
10000,395,equal allocation,1
730,396,equal allocation,0
1000,396,equal allocation,0
1825,396,equal allocation,0
3650,396,equal allocation,0
5000,396,equal allocation,0
7300,396,equal allocation,0
10000,396,equal allocation,0
730,397,equal allocation,0
1000,397,equal allocation,0
1825,397,equal allocation,0
3650,397,equal allocation,0
5000,397,equal allocation,0
7300,397,equal allocation,0
10000,397,equal allocation,0
730,398,equal allocation,0
1000,398,equal allocation,0
1825,398,equal allocation,0
3650,398,equal allocation,0
5000,398,equal allocation,0.7
7300,398,equal allocation,1
10000,398,equal allocation,1
730,399,equal allocation,0
1000,399,equal allocation,0
1825,399,equal allocation,0
3650,399,equal allocation,0
5000,399,equal allocation,0
7300,399,equal allocation,0
10000,399,equal allocation,0
730,400,equal allocation,0
1000,400,equal allocation,0
1825,400,equal allocation,0
3650,400,equal allocation,0
5000,400,equal allocation,0
7300,400,equal allocation,0
10000,400,equal allocation,0
730,401,equal allocation,0
1000,401,equal allocation,0
1825,401,equal allocation,0
3650,401,equal allocation,0.05
5000,401,equal allocation,0.88
7300,401,equal allocation,1
10000,401,equal allocation,1
730,402,equal allocation,0
1000,402,equal allocation,0
1825,402,equal allocation,0
3650,402,equal allocation,0
5000,402,equal allocation,0.47
7300,402,equal allocation,1
10000,402,equal allocation,1
730,403,equal allocation,0
1000,403,equal allocation,0
1825,403,equal allocation,0
3650,403,equal allocation,0
5000,403,equal allocation,0
7300,403,equal allocation,0
10000,403,equal allocation,0
730,404,equal allocation,0
1000,404,equal allocation,0
1825,404,equal allocation,0
3650,404,equal allocation,0
5000,404,equal allocation,0
7300,404,equal allocation,0
10000,404,equal allocation,0
730,405,equal allocation,0
1000,405,equal allocation,0
1825,405,equal allocation,0
3650,405,equal allocation,0
5000,405,equal allocation,0
7300,405,equal allocation,0
10000,405,equal allocation,0
730,406,equal allocation,0
1000,406,equal allocation,0
1825,406,equal allocation,0
3650,406,equal allocation,0
5000,406,equal allocation,0
7300,406,equal allocation,0
10000,406,equal allocation,0
730,407,equal allocation,0
1000,407,equal allocation,0
1825,407,equal allocation,0
3650,407,equal allocation,0
5000,407,equal allocation,0
7300,407,equal allocation,0
10000,407,equal allocation,0
730,408,equal allocation,0
1000,408,equal allocation,0
1825,408,equal allocation,0
3650,408,equal allocation,0
5000,408,equal allocation,0
7300,408,equal allocation,0
10000,408,equal allocation,0
730,409,equal allocation,0
1000,409,equal allocation,0
1825,409,equal allocation,0
3650,409,equal allocation,0
5000,409,equal allocation,0
7300,409,equal allocation,0
10000,409,equal allocation,0.36
730,410,equal allocation,0
1000,410,equal allocation,0
1825,410,equal allocation,0
3650,410,equal allocation,0
5000,410,equal allocation,0
7300,410,equal allocation,0
10000,410,equal allocation,0
730,411,equal allocation,0
1000,411,equal allocation,0
1825,411,equal allocation,0
3650,411,equal allocation,0
5000,411,equal allocation,0
7300,411,equal allocation,0
10000,411,equal allocation,0.01
730,412,equal allocation,0
1000,412,equal allocation,0
1825,412,equal allocation,0
3650,412,equal allocation,0
5000,412,equal allocation,0
7300,412,equal allocation,0
10000,412,equal allocation,0
730,413,equal allocation,0
1000,413,equal allocation,0
1825,413,equal allocation,0
3650,413,equal allocation,0
5000,413,equal allocation,0
7300,413,equal allocation,0
10000,413,equal allocation,0
730,414,equal allocation,0
1000,414,equal allocation,0
1825,414,equal allocation,0
3650,414,equal allocation,0
5000,414,equal allocation,0
7300,414,equal allocation,0.01
10000,414,equal allocation,0.85
730,415,equal allocation,0
1000,415,equal allocation,0
1825,415,equal allocation,0
3650,415,equal allocation,0
5000,415,equal allocation,0
7300,415,equal allocation,0
10000,415,equal allocation,0
730,416,equal allocation,0
1000,416,equal allocation,0
1825,416,equal allocation,0
3650,416,equal allocation,0
5000,416,equal allocation,0
7300,416,equal allocation,0.11
10000,416,equal allocation,0.76
730,417,equal allocation,0
1000,417,equal allocation,0
1825,417,equal allocation,0
3650,417,equal allocation,0
5000,417,equal allocation,0
7300,417,equal allocation,0
10000,417,equal allocation,0
730,418,equal allocation,0
1000,418,equal allocation,0
1825,418,equal allocation,0
3650,418,equal allocation,0
5000,418,equal allocation,0
7300,418,equal allocation,0
10000,418,equal allocation,0.49
730,419,equal allocation,0
1000,419,equal allocation,0
1825,419,equal allocation,0
3650,419,equal allocation,0
5000,419,equal allocation,0
7300,419,equal allocation,0
10000,419,equal allocation,0
730,420,equal allocation,0
1000,420,equal allocation,0
1825,420,equal allocation,0
3650,420,equal allocation,0
5000,420,equal allocation,0
7300,420,equal allocation,0
10000,420,equal allocation,0
730,421,equal allocation,0
1000,421,equal allocation,0
1825,421,equal allocation,0
3650,421,equal allocation,0
5000,421,equal allocation,0
7300,421,equal allocation,0
10000,421,equal allocation,0
730,422,equal allocation,0
1000,422,equal allocation,0
1825,422,equal allocation,0
3650,422,equal allocation,0
5000,422,equal allocation,0
7300,422,equal allocation,0
10000,422,equal allocation,0
730,423,equal allocation,0
1000,423,equal allocation,0
1825,423,equal allocation,0
3650,423,equal allocation,0.11
5000,423,equal allocation,0.58
7300,423,equal allocation,0.94
10000,423,equal allocation,1
730,424,equal allocation,0
1000,424,equal allocation,0
1825,424,equal allocation,0
3650,424,equal allocation,0
5000,424,equal allocation,0
7300,424,equal allocation,0
10000,424,equal allocation,0
730,425,equal allocation,0
1000,425,equal allocation,0
1825,425,equal allocation,0
3650,425,equal allocation,0
5000,425,equal allocation,0
7300,425,equal allocation,0
10000,425,equal allocation,0
730,426,equal allocation,0
1000,426,equal allocation,0
1825,426,equal allocation,0
3650,426,equal allocation,0
5000,426,equal allocation,0
7300,426,equal allocation,0
10000,426,equal allocation,0
730,427,equal allocation,0
1000,427,equal allocation,0
1825,427,equal allocation,0
3650,427,equal allocation,0.03
5000,427,equal allocation,0.64
7300,427,equal allocation,1
10000,427,equal allocation,1
730,428,equal allocation,0
1000,428,equal allocation,0
1825,428,equal allocation,0
3650,428,equal allocation,0
5000,428,equal allocation,0
7300,428,equal allocation,0
10000,428,equal allocation,0
730,429,equal allocation,0
1000,429,equal allocation,0
1825,429,equal allocation,0
3650,429,equal allocation,0
5000,429,equal allocation,0
7300,429,equal allocation,0
10000,429,equal allocation,0
730,430,equal allocation,0
1000,430,equal allocation,0
1825,430,equal allocation,0
3650,430,equal allocation,NA
5000,430,equal allocation,NA
7300,430,equal allocation,NA
10000,430,equal allocation,NA
730,431,equal allocation,0
1000,431,equal allocation,0
1825,431,equal allocation,0
3650,431,equal allocation,0
5000,431,equal allocation,0
7300,431,equal allocation,0
10000,431,equal allocation,0
730,432,equal allocation,0
1000,432,equal allocation,0
1825,432,equal allocation,0
3650,432,equal allocation,0
5000,432,equal allocation,0
7300,432,equal allocation,0
10000,432,equal allocation,0
730,433,equal allocation,0
1000,433,equal allocation,0
1825,433,equal allocation,0
3650,433,equal allocation,0
5000,433,equal allocation,0
7300,433,equal allocation,0
10000,433,equal allocation,0.44
730,434,equal allocation,0
1000,434,equal allocation,0
1825,434,equal allocation,0
3650,434,equal allocation,0
5000,434,equal allocation,0
7300,434,equal allocation,0
10000,434,equal allocation,0.27
730,435,equal allocation,0
1000,435,equal allocation,0
1825,435,equal allocation,0
3650,435,equal allocation,0.61
5000,435,equal allocation,1
7300,435,equal allocation,1
10000,435,equal allocation,1
730,436,equal allocation,0
1000,436,equal allocation,0
1825,436,equal allocation,0
3650,436,equal allocation,0
5000,436,equal allocation,0
7300,436,equal allocation,0
10000,436,equal allocation,0
730,437,equal allocation,0
1000,437,equal allocation,0
1825,437,equal allocation,0
3650,437,equal allocation,0
5000,437,equal allocation,0
7300,437,equal allocation,0
10000,437,equal allocation,0
730,438,equal allocation,0
1000,438,equal allocation,0
1825,438,equal allocation,0
3650,438,equal allocation,0
5000,438,equal allocation,0
7300,438,equal allocation,0
10000,438,equal allocation,0
730,439,equal allocation,0
1000,439,equal allocation,0
1825,439,equal allocation,0
3650,439,equal allocation,0.79
5000,439,equal allocation,1
7300,439,equal allocation,1
10000,439,equal allocation,1
730,440,equal allocation,0
1000,440,equal allocation,0
1825,440,equal allocation,0
3650,440,equal allocation,0
5000,440,equal allocation,0
7300,440,equal allocation,0
10000,440,equal allocation,0.02
730,441,equal allocation,0
1000,441,equal allocation,0
1825,441,equal allocation,0
3650,441,equal allocation,0
5000,441,equal allocation,0
7300,441,equal allocation,0
10000,441,equal allocation,0
730,442,equal allocation,0
1000,442,equal allocation,0
1825,442,equal allocation,0
3650,442,equal allocation,0
5000,442,equal allocation,0
7300,442,equal allocation,0
10000,442,equal allocation,0
730,443,equal allocation,0
1000,443,equal allocation,0
1825,443,equal allocation,0
3650,443,equal allocation,0
5000,443,equal allocation,0
7300,443,equal allocation,0
10000,443,equal allocation,0.01
730,444,equal allocation,0
1000,444,equal allocation,0
1825,444,equal allocation,0
3650,444,equal allocation,0
5000,444,equal allocation,0
7300,444,equal allocation,0
10000,444,equal allocation,0
730,445,equal allocation,0
1000,445,equal allocation,0
1825,445,equal allocation,0
3650,445,equal allocation,0
5000,445,equal allocation,0
7300,445,equal allocation,0
10000,445,equal allocation,0.02
730,446,equal allocation,0
1000,446,equal allocation,0
1825,446,equal allocation,0
3650,446,equal allocation,0
5000,446,equal allocation,0
7300,446,equal allocation,0
10000,446,equal allocation,0
730,447,equal allocation,0
1000,447,equal allocation,0
1825,447,equal allocation,0
3650,447,equal allocation,0.18
5000,447,equal allocation,0.8
7300,447,equal allocation,1
10000,447,equal allocation,1
730,448,equal allocation,0
1000,448,equal allocation,0
1825,448,equal allocation,0
3650,448,equal allocation,0
5000,448,equal allocation,0
7300,448,equal allocation,0
10000,448,equal allocation,0
730,449,equal allocation,0
1000,449,equal allocation,0
1825,449,equal allocation,0
3650,449,equal allocation,0
5000,449,equal allocation,0
7300,449,equal allocation,0
10000,449,equal allocation,0
730,450,equal allocation,0
1000,450,equal allocation,0
1825,450,equal allocation,0
3650,450,equal allocation,0
5000,450,equal allocation,0
7300,450,equal allocation,0
10000,450,equal allocation,0
730,451,equal allocation,0
1000,451,equal allocation,0
1825,451,equal allocation,0
3650,451,equal allocation,0
5000,451,equal allocation,0
7300,451,equal allocation,0
10000,451,equal allocation,0
730,452,equal allocation,0
1000,452,equal allocation,0
1825,452,equal allocation,0
3650,452,equal allocation,0
5000,452,equal allocation,0
7300,452,equal allocation,0
10000,452,equal allocation,0
730,453,equal allocation,0
1000,453,equal allocation,0
1825,453,equal allocation,0
3650,453,equal allocation,0
5000,453,equal allocation,0
7300,453,equal allocation,0
10000,453,equal allocation,0
730,454,equal allocation,0
1000,454,equal allocation,0
1825,454,equal allocation,0
3650,454,equal allocation,0
5000,454,equal allocation,0
7300,454,equal allocation,0
10000,454,equal allocation,0
730,455,equal allocation,0
1000,455,equal allocation,0
1825,455,equal allocation,0
3650,455,equal allocation,0.01
5000,455,equal allocation,0.7
7300,455,equal allocation,1
10000,455,equal allocation,1
730,456,equal allocation,0
1000,456,equal allocation,0
1825,456,equal allocation,0
3650,456,equal allocation,0
5000,456,equal allocation,0
7300,456,equal allocation,0
10000,456,equal allocation,0
730,457,equal allocation,0
1000,457,equal allocation,0
1825,457,equal allocation,0
3650,457,equal allocation,0
5000,457,equal allocation,0
7300,457,equal allocation,0
10000,457,equal allocation,0
730,458,equal allocation,0
1000,458,equal allocation,0
1825,458,equal allocation,0
3650,458,equal allocation,0
5000,458,equal allocation,0
7300,458,equal allocation,0
10000,458,equal allocation,0.09
730,459,equal allocation,0
1000,459,equal allocation,0
1825,459,equal allocation,0
3650,459,equal allocation,0
5000,459,equal allocation,0
7300,459,equal allocation,0
10000,459,equal allocation,0
730,460,equal allocation,0
1000,460,equal allocation,0
1825,460,equal allocation,0
3650,460,equal allocation,0
5000,460,equal allocation,0.01
7300,460,equal allocation,0.54
10000,460,equal allocation,0.97
730,461,equal allocation,0
1000,461,equal allocation,0
1825,461,equal allocation,0
3650,461,equal allocation,0
